Designator,Mid X,Mid Y,Rotation,Layer
TP127,137.998,43.672,0,top
TP128,216.154,52.862,0,top
U1,270.2655,72.166,0,top
U2,264.668,82.072,180,top
U3,275.6355,51.084,180,top
U4,264.6119,44.988,180,top
U5,274.5,114,90,top
U6,241.3,38.012002,90,top
U7,256.5,124.236,90,top
U8,117.898,98.172,0,top
U9,117.898,84.202,0,top
U10,90,51.658,0,top
U11,56.722,58.3936,-90,top
U12,208.398,49.972,180,top
U13,208.398,39.812,180,top
U14,265.176,22.89,0,top
U15,128.9978,91.314,0,top
U16,93.5565,149.382,0,top
U17,241.84,210.502,0,top
U18,269.332,210.596,0,top
U19,241.586,194.5,0,top
U20,68.072,184.688,90,top
U21,68.072,167.589,90,top
U22,68.072,149.89,90,top
U23,269.332,194.594,0,top
U24,241.586,178.498,0,top
U25,61.899,126.929998,0,top
U26,61.899,106.863998,0,top
U27,61.803,86.897998,0,top
U28,70.104,127.538,-90,top
U29,70.104,107.472,-90,top
U30,70.104,86.898,-90,top
U31,269.332,178.592,0,top
U32,81.443,137.472,0,top
U33,214.5,159.015,0,top
U34,214.5,142.403,0,top
U35,217.198,210.472,0,top
U36,269.332,144.302,0,top
U37,218.898,194.372,0,top
U38,244.888,160.532,0,top
U39,244.88,144.254,0,top
U40,213.824,175.713,0,top
U41,269.078,161.694,0,top
U42,56.718,48.64,-90,top
U43,278.47,8.915999,0,top
U44,56.722,39.0896,-90,top
U45,58,25.5,0,top
U46,58,20.5,0,top
U47,104.162,41.943001,0,top
U48,162.6295,149.382,0,top
U49,90,65.628,0,top
U50,104.2095,149.382,0,top
U51,158.349,41.94,0,top
U52,184.511,41.94,0,top
U53,89.169,120.934,0,top
U54,139.698,132.972,0,top
U55,143.814,35.847001,0,top
U56,186.898,175.572,0,top
U57,186.206,157.01,0,top
U58,133.6735,149.382,0,top
U59,208.398,32.284,180,top
U60,139.954,91.724,0,top
U62,90,37.942,0,top
U63,120.954,41.943001,0,top
U64,90,44.8,0,top
U65,103.936,34.069001,0,top
U67,143,196,90,top
U68,167.5,196,90,top
U69,192.986,196,90,top
U70,144.5955,149.382,0,top
U71,153.4855,149.382,0,top
U76,166.731,41.94,0,top
U77,175.875,41.94,0,top
U79,67.818,198.15,90,top
U80,93.5,196,90,top
U81,119,196,90,top
U82,115.6395,149.382,0,top
U83,123.7675,149.382,0,top
U85,45.974,198.15,90,top
U86,23.114,198.15,90,top
U121,175.698,144.772,180,top
U122,175.598,133.772,180,top
U123,238.504,118.1855,-90,top
U124,292.1129,124.508,180,top
