Designator;Val;Package;Mid X;Mid Y;Rotation;Layer
J49;4POS;CON_39301049;54.766004;215.208999;180;top
J50;4POS;CON_39301049;76.356003;215.209;180;top
J51;4POS;CON_39301049;98.200003;215.209;180;top
J52;2POS;CON_39281023;193.655;14.201999;0;top
J53;3POS;CON_39301039;20.036001;215.208999;180;top
J54;3POS;CON_39301039;37.308001;215.208999;180;top
J55;Jumper;PinHeader_1x03_P2.54mm_Vertical;252;208.485;180;top
J56;Jumper;PinHeader_1x03_P2.54mm_Vertical;280;208.579;180;top
J57;6POS;PinSocket_1x06_P2.54mm_Vertical;203.84;5.872;90;top
J58;Jumper;PinHeader_1x03_P2.54mm_Vertical;252;191.975;180;top
J59;Jumper;PinHeader_1x03_P2.54mm_Vertical;280;192.069;180;top
J60;Tulip Conn;PinSocket_1x02_P2.54mm_Vertical;44.633;173.694998;-90;top
J61;Tulip Conn;PinSocket_1x02_P2.54mm_Vertical;44.633;160.994998;-90;top
J62;Tulip Conn;PinSocket_1x02_P2.54mm_Vertical;44.704;190.276;-90;top
J63;Tulip Conn;PinSocket_1x02_P2.54mm_Vertical;44.653;178.037998;-90;top
J64;Tulip Conn;PinSocket_1x02_P2.54mm_Vertical;44.633;156.422998;-90;top
J65;Tulip Conn;PinSocket_1x02_P2.54mm_Vertical;44.393;143.647998;-90;top
J66;Jumper;PinHeader_1x03_P2.54mm_Vertical;252;176.212;180;top
J67;Jumper;PinHeader_1x03_P2.54mm_Vertical;280;176.067;180;top
J68;Jumper;PinHeader_1x03_P2.54mm_Vertical;280;149.113;0;top
J69;Jumper;PinHeader_1x03_P2.54mm_Vertical;225;181.54;0;top
J70;Jumper;PinHeader_1x03_P2.54mm_Vertical;280;166.52;0;top
J71;Jumper 5,2A;PinHeader_1x03_P2.54mm_Vertical;259.4685;26.207;0;top
J72;Jumper;PinHeader_1x03_P2.54mm_Vertical;52.7425;176.310504;90;top
J73;Jumper;PinHeader_1x03_P2.54mm_Vertical;52.6425;159.110504;90;top
J74;Jumper;PinHeader_1x03_P2.54mm_Vertical;52.7425;141.510504;90;top
J75;Tulip Conn;PinSocket_1x02_P2.54mm_Vertical;44.491;131.190996;-90;top
J76;Tulip Conn;PinSocket_1x02_P2.54mm_Vertical;44.511;118.844996;-90;top
J77;Tulip Conn;PinSocket_1x02_P2.54mm_Vertical;44.511;111.224996;-90;top
J78;Tulip Conn;PinSocket_1x02_P2.54mm_Vertical;44.511;98.778996;-90;top
J79;Tulip Conn;PinSocket_1x02_P2.54mm_Vertical;44.511;91.158996;-90;top
J80;Tulip Conn;PinSocket_1x02_P2.54mm_Vertical;44.511;78.458996;-90;top
J81;14 AWG;PHOENIX_1755736;258.44;13.231499;180;top
J82;Jumper;PinHeader_1x03_P2.54mm_Vertical;286.019;33.812;90;top
J84;Jumper;PinHeader_1x03_P2.54mm_Vertical;76.439;120.426;-90;top
J85;Jumper;PinHeader_1x03_P2.54mm_Vertical;76.439;100.36;-90;top
J86;Jumper;PinHeader_1x03_P2.54mm_Vertical;75.931;80.04;-90;top
J87;Jumper;PinHeader_1x03_P2.54mm_Vertical;252.5;149.065;0;top
J88;Jumper;PinHeader_1x03_P2.54mm_Vertical;252;166.55;0;top
J89;Jumper;PinHeader_1x03_P2.54mm_Vertical;226.01;200.214;0;top
J90;Jumper;PinHeader_1x03_P2.54mm_Vertical;67.822;60.172;90;top
J91;Jumper;PinHeader_1x03_P2.54mm_Vertical;68.076;71.602;90;top
J92;Jumper;PinHeader_1x03_P2.54mm_Vertical;68.076;65.76;90;top
J93;Jumper;PinHeader_1x03_P2.54mm_Vertical;67.822;54.584;90;top
J94;Jumper;PinHeader_1x03_P2.54mm_Vertical;67.837;48.996;90;top
J95;Jumper;PinHeader_1x03_P2.54mm_Vertical;74.584;30.962;90;top
J96;Jumper;PinHeader_1x03_P2.54mm_Vertical;130.352;25.194001;180;top
J97;Jumper;PinHeader_1x03_P2.54mm_Vertical;67.837;37.058;90;top
J98;Jumper;PinHeader_1x03_P2.54mm_Vertical;67.837;42.9;90;top
J99;Jumper;PinHeader_1x03_P2.54mm_Vertical;74.569;25.12;90;top
J100;Jumper;PinHeader_1x03_P2.54mm_Vertical;113.334;25.194001;180;top
J101;Jumper;PinHeader_1x03_P2.54mm_Vertical;148.554;186.04;0;top
J102;Jumper;PinHeader_1x03_P2.54mm_Vertical;135.6;186.055;0;top
J103;Jumper;PinHeader_1x03_P2.54mm_Vertical;161;186.025;0;top
J104;Jumper;PinHeader_1x03_P2.54mm_Vertical;157.079;31.526;90;top
J105;Jumper;PinHeader_1x03_P2.54mm_Vertical;167.762;31.526;90;top
J106;Jumper;PinHeader_1x03_P2.54mm_Vertical;177.907;31.526;90;top
J107;Jumper;PinHeader_1x03_P2.54mm_Vertical;110.454;186.294;0;top
J108;Jumper;PinHeader_1x03_P2.54mm_Vertical;98.008;186.294;0;top
J109;Jumper;PinHeader_1x03_P2.54mm_Vertical;122.9;186.294;0;top
J110;Jumper;PinHeader_1x03_P2.54mm_Vertical;80.482;186.294;0;top
J111;Jumper;PinHeader_1x03_P2.54mm_Vertical;89.372;186.309;0;top
J115;Jumper;PinHeader_1x03_P2.54mm_Vertical;78.755;86.898;90;top
J116;Jumper;PinHeader_1x03_P2.54mm_Vertical;78.74;107.472;90;top
J117;Jumper;PinHeader_1x03_P2.54mm_Vertical;78.755;127.538;90;top
J118;Jumper;PinHeader_1x03_P2.54mm_Vertical;141.95;182.977;0;top
J119;Jumper;PinHeader_1x03_P2.54mm_Vertical;154.65;182.992;0;top
J120;Jumper;PinHeader_1x03_P2.54mm_Vertical;167.35;182.992;0;top
J121;Jumper;PinHeader_1x03_P2.54mm_Vertical;104.358;182.992;0;top
J122;Jumper;PinHeader_1x03_P2.54mm_Vertical;116.804;182.977;0;top
J123;Jumper;PinHeader_1x03_P2.54mm_Vertical;128.488;182.977;0;top
J124;Jumper;PinHeader_1x03_P2.54mm_Vertical;95.808;25.179001;180;top
J125;Jumper;PinHeader_1x03_P2.54mm_Vertical;118.922;25.194001;180;top
J126;Jumper;PinHeader_1x03_P2.54mm_Vertical;124.764;25.194001;180;top
J127;Jumper;PinHeader_1x03_P2.54mm_Vertical;136.194;25.194001;180;top
J131;Jumper;PinHeader_1x03_P2.54mm_Vertical;197.058;173.286;180;top
J132;Jumper;PinHeader_1x03_P2.54mm_Vertical;197.058;156.771;180;top
K1;Relay;UD2_NU_KEM-L;270.4394;62.26;180;top
L1;1uH 20% 2,3A;L_1210_3225Metric;241.808;61.752;-90;top
L2;1uH 20% 2,3A;L_1210_3225Metric;291.098;99.172;90;top
L3;10uH 10% 150mA;INDC2012X145N;252.276;98.452;90;top
Q1;MOSFET 20V 200mA;DIO_RB558WMF_ROM;258.572;49.306;90;top
R1;10K 1% 1/10W;R_0603_1608Metric;289.8595;52.037;180;top
R2;5.1K 1% 1/10W;R_0603_1608Metric;276.6515;44.48;180;top
R4;10K 1% 1/10W;R_0603_1608Metric;259.334;41.686;-90;top
R5;5.49k 1% 1/8W;R_0805_2012Metric;287.02;105.44;180;top
R6;100 1% 1/8W;R_0805_2012Metric;248.92;21.112;90;top
R7;8.66k 1% 1/8W;R_0805_2012Metric;265.176;131.094;90;top
R11;1K 1% 1/10W;R_0603_1608Metric;21.336;63.276;90;top
R12;1K 1% 1/10W;R_0603_1608Metric;19.05;53.37;-90;top
R13;1K 1% 1/10W;R_0603_1608Metric;21.336;53.37;90;top
R14;1K 1% 1/10W;R_0603_1608Metric;19.05;63.276;-90;top
R15;1K 1% 1/10W;R_0603_1608Metric;19.05;43.21;-90;top
R16;1K 1% 1/10W;R_0603_1608Metric;21.336;43.21;90;top
R17;1K 1% 1/10W;R_0603_1608Metric;19.05;32.796;-90;top
R18;1K 1% 1/10W;R_0603_1608Metric;21.082;32.796;90;top
R19;1K 1% 1/10W;R_0603_1608Metric;270.342;15.519999;90;top
R20;1K 1% 1/10W;R_0603_1608Metric;283.8795;50.6715;180;top
R21;1K 1% 1/10W;R_0603_1608Metric;21.956001;21.928;90;top
R22;1K 1% 1/10W;R_0603_1608Metric;31.608001;21.928;90;top
R23;1K 1% 1/10W;R_0603_1608Metric;41.006001;21.874;90;top
R24;1K 1% 1/10W;R_0603_1608Metric;50.658001;21.874;90;top
R25;100K 1% 1/10W;R_0603_1608Metric;70.272001;19.083001;0;top
R26;100K 1% 1/10W;R_0603_1608Metric;90.869;19.08;0;top
R27;100K 1% 1/10W;R_0603_1608Metric;112.690001;19.083001;0;top
R28;100K 1% 1/10W;R_0603_1608Metric;132.842;19.08;0;top
R29;1K 1% 1/10W;R_0603_1608Metric;162.785001;22.531998;90;top
R30;1K 1% 1/10W;R_0603_1608Metric;172.437001;22.531998;90;top
R31;1K 1% 1/10W;R_0603_1608Metric;182.089001;22.531998;90;top
R32;100K 1% 1/10W;R_0603_1608Metric;63.5;207.871999;0;top
R33;100K 1% 1/10W;R_0603_1608Metric;84.773;207.871999;0;top
R34;100K 1% 1/10W;R_0603_1608Metric;107.294001;207.871999;0;top
R35;200k 5% 1/8W;R_0805_2012Metric;55.067;184.118502;180;top
R36;200k 5% 1/8W;R_0805_2012Metric;54.9165;166.846502;0;top
R37;200k 5% 1/8W;R_0805_2012Metric;54.9675;150.010504;0;top
R38;910k 0,1% 1/8W;R_0805_2012Metric;43.434;185.704;0;top
R39;910k 0,1% 1/8W;R_0805_2012Metric;43.383;169.147998;0;top
R40;0Ω;R_0805_2012Metric;58.623;186.404502;0;top
R41;0Ω;R_0805_2012Metric;51.511;186.404502;0;top
R42;0Ω;R_0805_2012Metric;58.7265;169.132502;0;top
R43;0Ω;R_0805_2012Metric;51.3605;169.132502;0;top
R44;0Ω;R_0805_2012Metric;58.4725;152.114502;0;top
R45;910k 0,1% 1/8W;R_0805_2012Metric;43.294;152.026;0;top
R46;270 0,1% 1/4W;R_0805_2012Metric;280.5;128.5;0;top
R47;270 1% 1/4W;R_0805_2012Metric;245.11;117.2275;-90;top
R48;0Ω;R_0805_2012Metric;51.2945;152.114502;0;top
R49;10K 1% 1/10W;R_0603_1608Metric;236.823;210.248;90;top
R50;10K 1% 1/10W;R_0603_1608Metric;263.7475;209.326;90;top
R51;10K 1% 1/10W;R_0603_1608Metric;236.76;194.5;90;top
R52; 3.3k 1% 1/8W;R_0805_2012Metric;235.744;215.582;0;top
R53;100K 1% 1/10W;R_0603_1608Metric;65.024;184.688;-90;top
R54;100K 1% 1/10W;R_0603_1608Metric;65.024;167.589;-90;top
R55;530 0.5% 1/8W;R_0805_2012Metric;248.92;25.43;90;top
R56;100K 1% 1/10W;R_0603_1608Metric;65.024;149.89;-90;top
R57;270 1% 1/8W;R_0805_2012Metric;291.084;130.332;180;top
R58;820 1% 1/8W;R_0805_2012Metric;292.9655;128.046;180;top
R59;910k 0,1% 1/8W;R_0805_2012Metric;43.165;126.997996;0;top
R60;910k 0,1% 1/8W;R_0805_2012Metric;43.261;106.931996;0;top
R61;0Ω;R_0805_2012Metric;51.681;119.817998;0;top
R62;0Ω;R_0805_2012Metric;50.215;126.675998;0;top
R63;0Ω;R_0805_2012Metric;51.739;99.751998;0;top
R64;0Ω;R_0805_2012Metric;50.215;106.609998;0;top
R65;0Ω;R_0805_2012Metric;51.739;79.785998;0;top
R66;910k 0,1% 1/8W;R_0805_2012Metric;43.261;86.865996;0;top
R67;0Ω;R_0805_2012Metric;50.373;86.643998;0;top
R68; 3.3k 1% 1/8W;R_0805_2012Metric;263.744;215.676;0;top
R69; 3.3k 1% 1/8W;R_0805_2012Metric;235.744;198.818;0;top
R70; 3.3k 1% 1/8W;R_0805_2012Metric;239.554;217.614;0;top
R71;100K 1% 1/10W;R_0603_1608Metric;74.168;127.538;90;top
R72;100K 1% 1/10W;R_0603_1608Metric;74.168;107.472;90;top
R73;240 1% 1/8W;R_0805_2012Metric;242.57;117.2275;90;top
R74;360 1% 1/8W;R_0805_2012Metric;247.904;117.124;-90;top
R75;100K 1% 1/10W;R_0603_1608Metric;74.168;86.898;90;top
R76;5.1K 1% 1/10W;R_0603_1608Metric;235.966;12.476;-90;top
R77; 3.3k 1% 1/8W;R_0805_2012Metric;267.3;217.708;0;top
R78; 3.3k 1% 1/8W;R_0805_2012Metric;239.3;201.104;0;top
R79;0Ω;R_0805_2012Metric;243.364;215.582;0;top
R80;0Ω;R_0805_2012Metric;270.9595;215.676;0;top
R81;0Ω;R_0805_2012Metric;242.856;198.818;0;top
R82;10K 1% 1/10W;R_0603_1608Metric;246.666;211.772;90;top
R83;10K 1% 1/10W;R_0603_1608Metric;246.666;208.47;90;top
R84;10K 1% 1/10W;R_0603_1608Metric;274.158;211.866;90;top
R85;10K 1% 1/10W;R_0603_1608Metric;274.158;208.501;90;top
R86;10K 1% 1/10W;R_0603_1608Metric;246.412;195.77;90;top
R87;10K 1% 1/10W;R_0603_1608Metric;246.412;192.468;90;top
R88;100K 1% 1/10W;R_0603_1608Metric;254.9;210.936;-90;top
R89;100k 1% 1/8W ;R_0805_2012Metric;213.634;196.15;-90;top
R90;100K 1% 1/10W;R_0603_1608Metric;282.9;211.058;-90;top
R91;100K 1% 1/10W;R_0603_1608Metric;254.9;194.546;-90;top
R92;10K 1% 1/10W;R_0603_1608Metric;264.506;194.594;90;top
R93;10K 1% 1/10W;R_0603_1608Metric;236.76;178.498;90;top
R94;10K 1% 1/10W;R_0603_1608Metric;264.506;178.592;90;top
R95; 3.3k 1% 1/8W;R_0805_2012Metric;263.49;199.674;0;top
R96; 3.3k 1% 1/8W;R_0805_2012Metric;235.744;183.07;0;top
R97; 3.3k 1% 1/8W;R_0805_2012Metric;263.5935;183.418;0;top
R98;10K 1% 1/10W;R_0603_1608Metric;43.18;56.672;0;top
R99;10K 1% 1/10W;R_0603_1608Metric;43.117;66.07;0;top
R100;10K 1% 1/10W;R_0603_1608Metric;43.18;47.02;0;top
R101;10K 1% 1/10W;R_0603_1608Metric;50.038;59.974;0;top
R102;10K 1% 1/10W;R_0603_1608Metric;50.038;50.576;0;top
R103;10K 1% 1/10W;R_0603_1608Metric;50.038;41.178;0;top
R104;5.1K 1% 1/10W;R_0603_1608Metric;43.117;63.022;0;top
R105;5.1K 1% 1/10W;R_0603_1608Metric;43.18;53.624;0;top
R106;5.1K 1% 1/10W;R_0603_1608Metric;43.18;44.226;0;top
R107;5.1K 1% 1/10W;R_0603_1608Metric;50.038;62.768;0;top
R108;5.1K 1% 1/10W;R_0603_1608Metric;50.038;53.624;0;top
R109;5.1K 1% 1/10W;R_0603_1608Metric;50.038;44.226;0;top
R110;10K 1% 1/10W;R_0603_1608Metric;270.342;10.439999;90;top
R111;5.1K 1% 1/10W;R_0603_1608Metric;277.464;15.572;0;top
R112;5.1K 1% 1/10W;R_0603_1608Metric;237.998;12.476;90;top
R113;100K 1% 1/10W;R_0603_1608Metric;19.006;87.886498;180;top
R114;165 1% 1/8W ;R_0805_2012Metric;77.47;19.334;0;top
R115;10K 1% 1/10W;R_0603_1608Metric;43.18;37.4635;0;top
R116;10K 1% 1/10W;R_0603_1608Metric;50.038;31.272;0;top
R117;5.1K 1% 1/10W;R_0603_1608Metric;43.18;34.4155;0;top
R118;5.1K 1% 1/10W;R_0603_1608Metric;50.038;34.066;0;top
R119;464 1% 1/8W ;R_0805_2012Metric;97.536;19.334;0;top
R120;165 1% 1/8W ;R_0805_2012Metric;119.126;19.334;0;top
R121;10K 1% 1/10W;R_0603_1608Metric;18.400001;21.874;90;top
R122;10K 1% 1/10W;R_0603_1608Metric;28.052001;21.928;90;top
R123;10K 1% 1/10W;R_0603_1608Metric;37.450001;21.874;90;top
R124;10K 1% 1/10W;R_0603_1608Metric;47.102001;21.874;90;top
R125;5.1K 1% 1/10W;R_0603_1608Metric;20.178001;21.874;90;top
R126;5.1K 1% 1/10W;R_0603_1608Metric;29.830001;21.928;90;top
R127;5.1K 1% 1/10W;R_0603_1608Metric;39.228001;21.874;90;top
R128;5.1K 1% 1/10W;R_0603_1608Metric;48.880001;21.874;90;top
R129;0Ω;R_0805_2012Metric;103.546001;22.639001;180;top
R130;0Ω;R_0805_2012Metric;145.338;22.639001;180;top
R131;100K 1% 1/10W;R_0603_1608Metric;83.444;32.74;0;top
R132;100K 1% 1/10W;R_0603_1608Metric;130.352;35.085001;0;top
R133;100K 1% 1/10W;R_0603_1608Metric;76.966;39.344;0;top
R134;100K 1% 1/10W;R_0603_1608Metric;76.966;44.932;0;top
R135;100K 1% 1/10W;R_0603_1608Metric;83.444;26.898;0;top
R136;100K 1% 1/10W;R_0603_1608Metric;113.271;35.085001;0;top
R137;0Ω;R_0805_2012Metric;148.566;207.909;0;top
R138;0Ω;R_0805_2012Metric;174.474;207.909;0;top
R139;0Ω;R_0805_2012Metric;200.2785;207.909;0;top
R140;100K 1% 1/10W;R_0603_1608Metric;164.3;196.1;-90;top
R141;100K 1% 1/10W;R_0603_1608Metric;139.952;196;-90;top
R142;100K 1% 1/10W;R_0603_1608Metric;189.764;196;-90;top
R143;100K 1% 1/10W;R_0603_1608Metric;148.554;176.403;180;top
R144;100K 1% 1/10W;R_0603_1608Metric;135.6;176.418;180;top
R145;100K 1% 1/10W;R_0603_1608Metric;161;176.373;180;top
R146;10K 1% 1/10W;R_0603_1608Metric;159.229001;22.531998;90;top
R147;10K 1% 1/10W;R_0603_1608Metric;168.881001;22.531998;90;top
R148;10K 1% 1/10W;R_0603_1608Metric;178.533001;22.531998;90;top
R149;5.1K 1% 1/10W;R_0603_1608Metric;161.007001;22.531998;90;top
R150;5.1K 1% 1/10W;R_0603_1608Metric;170.659001;22.531998;90;top
R151;5.1K 1% 1/10W;R_0603_1608Metric;180.311001;22.531998;90;top
R152;100K 1% 1/10W;R_0603_1608Metric;159.473;34.372;180;top
R153;100K 1% 1/10W;R_0603_1608Metric;175.26;34.32;0;top
R154;100K 1% 1/10W;R_0603_1608Metric;186.69;34.32;0;top
R155;0Ω;R_0805_2012Metric;57.152501;204.315999;0;top
R156;0Ω;R_0805_2012Metric;78.846001;204.315999;0;top
R157;0Ω;R_0805_2012Metric;100.436001;204.315999;0;top
R158;100K 1% 1/10W;R_0603_1608Metric;90.452;196;-90;top
R159;100K 1% 1/10W;R_0603_1608Metric;64.6115;198.15;-90;top
R160;100K 1% 1/10W;R_0603_1608Metric;115.952;196;-90;top
R161;100K 1% 1/10W;R_0603_1608Metric;110.454;176.388;180;top
R162;100K 1% 1/10W;R_0603_1608Metric;98.008;176.403;180;top
R163;100K 1% 1/10W;R_0603_1608Metric;122.174;176.72;180;top
R164;0Ω;R_0805_2012Metric;24.299001;207.617999;0;top
R165;0Ω;R_0805_2012Metric;40.492001;207.617999;0;top
R166;100K 1% 1/10W;R_0603_1608Metric;42.7675;198.087;-90;top
R167;100K 1% 1/10W;R_0603_1608Metric;19.9075;198.0465;-90;top
R168;464 1% 1/8W ;R_0805_2012Metric;139.446;19.334;0;top
R169;5.1K 1% 1/10W;R_0603_1608Metric;101.198001;207.871999;0;top
R170;100K 1% 1/10W;R_0603_1608Metric;19.006;107.889498;180;top
R171;100K 1% 1/10W;R_0603_1608Metric;19.006;127.351998;180;top
R172;100K 1% 1/10W;R_0603_1608Metric;135.612;208.163;180;top
R173;100K 1% 1/10W;R_0603_1608Metric;81.28;89.946;180;top
R174;100K 1% 1/10W;R_0603_1608Metric;81.265;110.266;180;top
R175;100K 1% 1/10W;R_0603_1608Metric;81.28;130.332;180;top
R176;5.1K 1% 1/10W;R_0603_1608Metric;58.272001;207.871999;0;top
R177;5.1K 1% 1/10W;R_0603_1608Metric;79.862001;207.871999;0;top
R178; 3.3k 1% 1/8W;R_0805_2012Metric;267.046;201.706;0;top
R179; 3.3k 1% 1/8W;R_0805_2012Metric;239.3;185.102;0;top
R180; 3.3k 1% 1/8W;R_0805_2012Metric;267.4035;185.704;0;top
R181;0Ω;R_0805_2012Metric;270.7055;199.674;0;top
R182;100K 1% 1/10W;R_0603_1608Metric;160.504;208.163;180;top
R183;100K 1% 1/10W;R_0603_1608Metric;186.666;208.417;180;top
R184;2,2k 1% 1/2W;R_0805_2012Metric;261.366;69.4755;-90;top
R185;270 1% 1/4W;R_0805_2012Metric;275.336;29.9145;90;top
R186;0Ω;R_0805_2012Metric;243.11;183.07;180;top
R187;0Ω;R_0805_2012Metric;271.2135;183.672;180;top
R188;10K 1% 1/10W;R_0603_1608Metric;274.158;195.864;90;top
R189;10K 1% 1/10W;R_0603_1608Metric;274.158;192.562;90;top
R190;10K 1% 1/10W;R_0603_1608Metric;246.666;179.768;90;top
R191;10K 1% 1/10W;R_0603_1608Metric;246.666;176.466;90;top
R192;10K 1% 1/10W;R_0603_1608Metric;274.158;179.862;90;top
R193;10K 1% 1/10W;R_0603_1608Metric;274.158;176.56;90;top
R194;100K 1% 1/10W;R_0603_1608Metric;282.9;194.7;-90;top
R195;100K 1% 1/10W;R_0603_1608Metric;254.9;178.737;-90;top
R196;100K 1% 1/10W;R_0603_1608Metric;282.9;178.6;-90;top
R197; 210 1% 1/8W;R_0805_2012Metric;55.549;129.469998;90;top
R198; 210 1% 1/8W;R_0805_2012Metric;55.803;109.403998;90;top
R199; 210 1% 1/8W;R_0805_2012Metric;55.707;89.438;90;top
R200; 210 1% 1/8W;R_0805_2012Metric;58.597;132.872;0;top
R201; 210 1% 1/8W;R_0805_2012Metric;58.597;113.06;0;top
R202; 210 1% 1/8W;R_0805_2012Metric;58.501;92.994;0;top
R203;0Ω;R_0805_2012Metric;65.532;132.872;180;top
R204;0Ω;R_0805_2012Metric;65.532;113.06;0;top
R205;0Ω;R_0805_2012Metric;65.532;92.994;0;top
R206;10K 1% 1/10W;R_0603_1608Metric;209.674;159.015;90;top
R207;10K 1% 1/10W;R_0603_1608Metric;209.674;142.403;90;top
R208;10K 1% 1/10W;R_0603_1608Metric;212.118;210.472;90;top
R209; 3.3k 1% 1/8W;R_0805_2012Metric;208.7615;147.737;180;top
R210; 3.3k 1% 1/8W;R_0805_2012Metric;211.137;215.676;0;top
R211; 3.3k 1% 1/8W;R_0805_2012Metric;208.534;164.114;0;top
R212;0Ω;R_0805_2012Metric;218.503;215.676;0;top
R213;0Ω;R_0805_2012Metric;215.9;164.114;0;top
R214;0Ω;R_0805_2012Metric;216.1275;147.737;0;top
R215;10K 1% 1/10W;R_0603_1608Metric;264.252;144.302;90;top
R216;10K 1% 1/10W;R_0603_1608Metric;219.326;160.285;90;top
R217;10K 1% 1/10W;R_0603_1608Metric;219.326;156.983;90;top
R218;10K 1% 1/10W;R_0603_1608Metric;219.326;143.673;90;top
R219;10K 1% 1/10W;R_0603_1608Metric;219.326;140.371;90;top
R220;10K 1% 1/10W;R_0603_1608Metric;222.024;211.742;90;top
R221;10K 1% 1/10W;R_0603_1608Metric;222.024;208.44;90;top
R222; 3.3k 1% 1/8W;R_0805_2012Metric;263.138;149.382;0;top
R223;200k 1% 1/8W;R_0805_2012Metric;234.474;167.39;0;top
R224;0Ω;R_0805_2012Metric;234.474;165.104;180;top
R225;100k 1% 1/8W ;R_0805_2012Metric;239.3;162.056;90;top
R226;200k 1% 1/8W;R_0805_2012Metric;234.466;151.366;0;top
R227;0Ω;R_0805_2012Metric;234.466;149.08;180;top
R228;100k 1% 1/8W ;R_0805_2012Metric;239.292;145.778;90;top
R229;200k 1% 1/8W;R_0805_2012Metric;208.5875;201.3805;0;top
R230;0Ω;R_0805_2012Metric;208.5875;199.0945;180;top
R231; 3.3k 1% 1/8W;R_0805_2012Metric;266.948;151.668;0;top
R232;0Ω;R_0805_2012Metric;270.758;149.382;0;top
R233;10K 1% 1/10W;R_0603_1608Metric;234.466;141.714;0;top
R234;10K 1% 1/10W;R_0603_1608Metric;208.634;191.9275;0;top
R235;10K 1% 1/10W;R_0603_1608Metric;234.474;157.992;0;top
R236;10K 1% 1/10W;R_0603_1608Metric;208.571;194.9755;0;top
R237;10K 1% 1/10W;R_0603_1608Metric;234.474;161.04;0;top
R238;10K 1% 1/10W;R_0603_1608Metric;234.466;144.762;0;top
R239;10K 1% 1/10W;R_0603_1608Metric;274.158;145.572;90;top
R240;10K 1% 1/10W;R_0603_1608Metric;274.158;142.27;90;top
R241;10K 1% 1/10W;R_0603_1608Metric;214.072;192.34;90;top
R242;10K 1% 1/10W;R_0603_1608Metric;240.125;158.246;90;top
R243;10K 1% 1/10W;R_0603_1608Metric;240.054;141.968;90;top
R244;100K 1% 1/10W;R_0603_1608Metric;283.21;146.588;90;top
R245;10K 1% 1/10W;R_0603_1608Metric;217.952;198.182;180;top
R246;10K 1% 1/10W;R_0603_1608Metric;243.872;164.342;180;top
R247;10K 1% 1/10W;R_0603_1608Metric;243.864;148.064;180;top
R248;10K 1% 1/10W;R_0603_1608Metric;208.998;175.713;90;top
R249;10K 1% 1/10W;R_0603_1608Metric;263.998;161.694;90;top
R250; 3.3k 1% 1/8W;R_0805_2012Metric;207.84;180.624;0;top
R251; 3.3k 1% 1/8W;R_0805_2012Metric;263.236;166.774;0;top
R252;100K 1% 1/10W;R_0603_1608Metric;229.11;197.687;90;top
R253;100K 1% 1/10W;R_0603_1608Metric;255;164.025;90;top
R254;100K 1% 1/10W;R_0603_1608Metric;255.5;146.4;90;top
R255; 3.3k 1% 1/8W;R_0805_2012Metric;211.65;182.91;0;top
R256; 3.3k 1% 1/8W;R_0805_2012Metric;267.046;169.06;0;top
R257;0Ω;R_0805_2012Metric;215.46;180.878;180;top
R258;0Ω;R_0805_2012Metric;270.856;166.774;180;top
R259;10K 1% 1/10W;R_0603_1608Metric;218.65;176.983;90;top
R260;10K 1% 1/10W;R_0603_1608Metric;218.65;173.681;90;top
R261;10K 1% 1/10W;R_0603_1608Metric;273.904;162.964;90;top
R262;10K 1% 1/10W;R_0603_1608Metric;273.904;159.408;90;top
R263;100K 1% 1/10W;R_0603_1608Metric;228.2;179.269;90;top
R264;100K 1% 1/10W;R_0603_1608Metric;282.9;164;90;top
R265;10K 1% 1/10W;R_0603_1608Metric;181.818;174.429;90;top
R266;10K 1% 1/10W;R_0603_1608Metric;181.38;155.74;90;top
R267; 3.3k 1% 1/8W;R_0805_2012Metric;180.872;180.751;0;top
R268; 3.3k 1% 1/8W;R_0805_2012Metric;180.364;162.09;0;top
R269; 3.3k 1% 1/8W;R_0805_2012Metric;184.682;183.037;0;top
R270; 3.3k 1% 1/8W;R_0805_2012Metric;183.92;164.376;0;top
R271;0Ω;R_0805_2012Metric;188.492;180.751;0;top
R272;0Ω;R_0805_2012Metric;187.476;162.09;0;top
R273;10K 1% 1/10W;R_0603_1608Metric;191.724;176.842;90;top
R274;10K 1% 1/10W;R_0603_1608Metric;191.724;173.54;90;top
R275;10K 1% 1/10W;R_0603_1608Metric;191.032;158.28;90;top
R276;10K 1% 1/10W;R_0603_1608Metric;191.032;154.978;90;top
R277;100K 1% 1/10W;R_0603_1608Metric;200.058;175.996;-90;top
R278;100K 1% 1/10W;R_0603_1608Metric;199.958;159.296;-90;top
R281;360 1% 1/8W;R_0805_2012Metric;247.904;123.728;-90;top
R282;100K 1% 1/10W;R_0603_1608Metric;269.24;40.67;0;top
RV1;Trim 10k;TRIM_3362P-1-103LF;153.276;196;-90;top
RV2;Trim 10k;TRIM_3362P-1-103LF;178;196;-90;top
RV3;Trim 10k;TRIM_3362P-1-103LF;54.356;198.15;-90;top
RV4;Trim 10k;TRIM_3362P-1-103LF;79.276;196;-90;top
RV5;Trim 10k;TRIM_3362P-1-103LF;104.776;195.746;-90;top
RV6;Trim 10k;TRIM_3362P-1-103LF;8.382;198.15;-90;top
RV7;Trim 10k;TRIM_3362P-1-103LF;31.242;198.404;-90;top
RV27;Trim 10k;TRIM_3362P-1-103LF;128.776;196;-90;top
TP1;TestPoint;KEYSTONE_5005;280.198;54.572;0;top
